Hebrew,English,Safe,Hebrew_st,Hebrew_e,English_st,English_e
.הוא יראה שאנחנו לא פראים,He will see we are not savages.,True,"00:12:48,083","00:12:50,716","00:12:48,394","00:12:50,921"
למה לא הבנתי,"Why didn't I see,",True,"00:13:35,284","00:13:37,018","00:13:35,566","00:13:37,235"
.אבא,Father.,True,"00:14:24,619","00:14:25,853","00:14:25,407","00:14:26,601"
".ברוך הבא הביתה, רוקט","Welcome home, Rocket.",True,"00:14:42,587","00:14:44,053","00:14:42,925","00:14:44,343"
.אתה נראה עייף,You look tired.,True,"00:14:44,887","00:14:46,987","00:14:45,010","00:14:47,263"
.בואו,Come.,True,"00:14:52,387","00:14:53,454","00:14:52,518","00:14:53,544"
!אמא,Mother.,True,"00:15:19,988","00:15:21,421","00:15:20,588","00:15:21,588"
".תראה מי כאן, בני",Look who's here son.,True,"00:15:42,588","00:15:44,622","00:15:43,235","00:15:44,679"
.לייק,Lake.,True,"00:15:55,355","00:15:56,922","00:15:56,123","00:15:57,123"
".תראה להם, רוקט",Show them Rocket.,True,"00:16:34,823","00:16:36,590","00:16:35,572","00:16:37,123"
".הבן שלך לא היה כאן, סיזר","Your son's been gone, Caesar.",True,"00:17:16,258","00:17:19,358","00:17:16,912","00:17:19,207"
.הוא לא יודע כמה קשה היה,He doesn't know how hard it's been.,True,"00:17:19,592","00:17:23,425","00:17:20,066","00:17:23,528"
.כולנו מפחדים,We all are.,True,"00:17:29,725","00:17:31,792","00:17:30,426","00:17:32,344"
.אבל בכל זאת אנחנו מתכננים,But we are still planning.,True,"00:17:32,225","00:17:35,559","00:17:32,886","00:17:35,848"
",הייתם רק שניים",There were only two of you.,True,"00:17:44,559","00:17:46,559","00:17:44,815","00:17:46,992"
.נמצא דרך לצאת מכאן,We will find a way out of here.,True,"00:18:01,160","00:18:04,293","00:18:01,457","00:18:04,560"
"?סיזר, מה קרה",Caesar! What's wrong?,True,"00:20:09,797","00:20:11,664","00:20:10,544","00:20:11,837"
?כמה בסיור,How many on patrol?,True,"00:20:11,897","00:20:13,497","00:20:12,629","00:20:13,714"
".לוקה, תקרא גם לרוקט","Luca, get Rocket too.",True,"00:20:16,697","00:20:18,931","00:20:17,009","00:20:19,136"
".לימה-4 לפיקוד, ...קולונל","Lima four to command., Colonel, did you...",True,"00:21:11,999","00:21:14,432","00:21:12,314","00:21:14,358"
".שמעתי אותו מדבר, .הקולונל כאן","I heard him talking!, The Colonel is here!",True,"00:21:26,733","00:21:29,433","00:21:27,496","00:21:29,415"
".‏99, המטרה הושגה","99, target acquired.",True,"00:21:31,333","00:21:33,666","00:21:31,583","00:21:34,044"
".‏99, המטרה הושגה, .חוזר, קינג קונג מת","99, target acquired. Repeat., King Kong is dead.",True,"00:21:34,600","00:21:39,299","00:21:34,753","00:21:39,383"
".בואו נזוז, .אני מסתלק מכאן","Let's go., I can get out from here.",True,"00:21:39,300","00:21:42,033","00:21:39,549","00:21:42,411"
?מצאת כבר את קורנליוס,Have you found Cornelius yet?,True,"00:24:02,904","00:24:05,771","00:24:03,443","00:24:06,046"
.אתה בטוח עכשיו,You're safe now.,True,"00:25:01,573","00:25:03,373","00:25:01,918","00:25:03,387"
",לייק",Lake.,True,"00:25:21,574","00:25:22,607","00:25:21,813","00:25:22,813"
.אהבת את בני,You loved my son.,True,"00:25:23,907","00:25:25,207","00:25:24,065","00:25:25,483"
.לא,No.,True,"00:25:38,874","00:25:39,808","00:25:39,055","00:25:40,055"
.לך עם לייק,Go with Lake.,True,"00:25:44,474","00:25:45,674","00:25:44,669","00:25:46,171"
".לא אחריהם, אחריו",Not them. Him.,True,"00:26:08,008","00:26:09,975","00:26:08,276","00:26:10,195"
".סיזר, אתה המנהיג שלנו","Caesar, you are our leader!",True,"00:26:10,108","00:26:13,875","00:26:10,403","00:26:14,507"
.אתם חייבים,You must.,True,"00:26:17,209","00:26:18,575","00:26:17,535","00:26:18,570"
.החיילים יחזרו בקרוב,The soldiers will be back soon.,True,"00:26:19,909","00:26:21,842","00:26:20,163","00:26:22,032"
?לאן הוא הולך,Where is he going?,True,"00:26:37,143","00:26:38,576","00:26:37,847","00:26:39,324"
!סיזר! סיזר,Caesar! Caesar!,True,"00:26:42,876","00:26:45,976","00:26:43,645","00:26:45,223"
.לא,No.,True,"00:27:45,312","00:27:46,445","00:27:45,623","00:27:46,658"
.בבקשה,Please.,True,"00:27:47,878","00:27:49,012","00:27:48,543","00:27:49,711"
.ייתכן שלא אצליח לחזור,I may not make it back.,True,"00:27:56,045","00:27:59,445","00:27:56,301","00:27:59,455"
",בגלל זה אני בא",That's why I'm coming.,True,"00:28:00,579","00:28:03,945","00:28:01,222","00:28:03,617"
.תחפשו באזור,Search the area.,True,"00:29:06,114","00:29:07,381","00:29:06,329","00:29:07,739"
.רק אניח את זה,I'm just gonna put this down.,True,"00:29:31,315","00:29:32,848","00:29:31,563","00:29:33,048"
?מה הוא עושה כאן לבד,What's he doing out here alone?,True,"00:30:07,516","00:30:09,649","00:30:08,141","00:30:10,018"
?אולי הוא עריק,Maybe he's a deserter?,True,"00:30:10,083","00:30:12,283","00:30:10,518","00:30:12,312"
.תחפשו,Look around.,True,"00:31:24,952","00:31:26,052","00:31:25,260","00:31:26,478"
.קחו מה שאפשר,Take what you can.,True,"00:31:29,852","00:31:31,352","00:31:30,139","00:31:31,466"
.בוא,Come.,True,"00:33:31,589","00:33:32,656","00:33:31,719","00:33:32,829"
.היא תמות כאן לבד,She'll die out here alone.,True,"00:33:51,123","00:33:54,990","00:33:51,781","00:33:55,268"
?מצאת את הקולונל,Did you find the Colonel?,True,"00:35:17,059","00:35:20,359","00:35:17,825","00:35:19,853"
.לא,No.,True,"00:35:21,293","00:35:22,526","00:35:21,662","00:35:22,662"
.ווינטר,Winter.,True,"00:35:24,060","00:35:25,160","00:35:24,165","00:35:25,441"
?איפה הקולונל,Where's the Colonel?,True,"00:35:39,760","00:35:40,927","00:35:40,056","00:35:41,390"
",אני לא יודע",I don't know.,True,"00:36:16,195","00:36:18,061","00:36:16,717","00:36:18,119"
.אבל אנחנו עוזבים מחר,But the rest of us are going tomorrow.,True,"00:36:18,661","00:36:21,328","00:36:19,220","00:36:21,864"
"החמור שתפסנו הבטיח לי, שהקולונל יחוס על חיי","The donkey we caught promised me, the Colonel would spare my life.",True,"00:36:34,828","00:36:38,695","00:36:35,570","00:36:39,073"
",הבן שלי",My son.,True,"00:36:50,762","00:36:53,529","00:36:51,127","00:36:53,638"
.מתים,are dead.,True,"00:37:00,396","00:37:01,796","00:37:00,678","00:37:02,138"
?מה נעשה עכשיו,Now what do we do?,True,"00:38:14,065","00:38:16,664","00:38:14,710","00:38:16,629"
.החיילים הולכים,The soldiers are leaving!,True,"00:39:13,600","00:39:16,334","00:39:14,170","00:39:15,839"
.הם עצרו,They stopped.,True,"00:39:54,535","00:39:55,735","00:39:54,643","00:39:56,012"
?במה הם יורים,What are they shooting at?,True,"00:40:09,902","00:40:12,269","00:40:10,493","00:40:11,987"
.אני לא יודע,I don't know.,True,"00:40:14,669","00:40:15,869","00:40:14,872","00:40:16,332"
?למה הם ירו בך,Why did they shoot you?,True,"00:41:39,238","00:41:41,105","00:41:39,582","00:41:41,484"
.כמוה,Like her!,True,"00:42:00,972","00:42:02,972","00:42:01,687","00:42:03,355"
.הוא לא יכול לדבר,He cannot speak!,True,"00:42:04,172","00:42:06,039","00:42:04,565","00:42:06,567"
.הוא ימות מהפציעה הזאת,He will die of those wounds.,True,"00:42:09,606","00:42:13,073","00:42:10,279","00:42:12,790"
.לוקה,Luca.,True,"00:42:23,306","00:42:24,340","00:42:23,584","00:42:24,669"
?לאן הלכו החיילים,Where did the soldiers go?,True,"00:42:45,474","00:42:47,274","00:42:46,065","00:42:47,600"
.קוף רע,Bad Ape!,True,"00:46:42,381","00:46:45,781","00:46:42,593","00:46:45,596"
.קוף רע,Bad Ape.,True,"00:46:50,882","00:46:53,648","00:46:51,226","00:46:53,937"
?מי אתה,Who are you?,True,"00:46:56,215","00:46:57,915","00:46:56,732","00:46:58,066"
?מה אתה עושה כאן,What are you doing here?,True,"00:46:58,315","00:47:00,782","00:46:58,692","00:47:00,669"
.לא נראה לי שהוא מבין,I don't think he understands.,True,"00:47:03,282","00:47:05,482","00:47:03,739","00:47:05,574"
?אתה לבד כאן,Are you alone here?,True,"00:47:14,249","00:47:15,982","00:47:14,416","00:47:15,951"
.קר,Cold.,True,"00:47:53,650","00:47:54,584","00:47:53,956","00:47:54,998"
.בית,Home.,True,"00:48:27,085","00:48:28,485","00:48:27,614","00:48:28,657"
.בית ישן,Old home.,True,"00:48:29,518","00:48:31,485","00:48:30,200","00:48:31,493"
?יש עוד כמוך,Are there more like you?,True,"00:48:36,952","00:48:38,818","00:48:37,207","00:48:39,001"
.קופים הפכו חכמים,Ape get smart.,True,"00:48:49,385","00:48:51,952","00:48:49,678","00:48:52,347"
.אני ברחתי,I run.,True,"00:48:56,652","00:48:57,952","00:48:56,977","00:48:58,120"
!קוף רע,Bad Ape!,True,"00:49:07,253","00:49:08,819","00:49:07,529","00:49:08,972"
.קוף רע,Bad Ape.,True,"00:49:10,886","00:49:12,386","00:49:11,325","00:49:12,919"
.זה שלי,That's mine.,True,"00:49:18,220","00:49:19,753","00:49:18,540","00:49:19,975"
.אני בסדר,I'm okay!,True,"00:49:26,386","00:49:27,653","00:49:26,673","00:49:27,758"
?אולי יש עוד בעולם,Wonder if there are more in the world?,True,"00:49:41,954","00:49:44,254","00:49:42,397","00:49:44,608"
?איפה מצאת את זה,Where did you get this?,True,"00:50:04,054","00:50:05,521","00:50:04,419","00:50:05,712"
.מקום רע,Bad place.,True,"00:50:08,488","00:50:09,988","00:50:08,757","00:50:09,925"
.מצאתי גן חיות של אנשים,I find human zoo.,True,"00:50:15,221","00:50:17,988","00:50:15,555","00:50:18,000"
.גן חיות לחולים,Zoo for sick.,True,"00:50:18,488","00:50:19,922","00:50:18,725","00:50:20,110"
בני אדם רעים הורגים,Bad human kill.,True,"00:50:26,788","00:50:29,155","00:50:27,109","00:50:29,520"
?בני אדם רעים,Bad humans?,True,"00:50:37,289","00:50:38,755","00:50:37,619","00:50:38,979"
?חיילים,Soldiers?,True,"00:50:40,322","00:50:41,656","00:50:40,856","00:50:42,032"
!לא! לא. לא,No! No! No!,True,"00:51:09,823","00:51:11,489","00:51:10,318","00:51:11,446"
".עוד שלג. לא יכול ללכת, .חייב להישאר","More snow. Cannot go., Must stay.",True,"00:51:18,523","00:51:20,989","00:51:18,493","00:51:21,163"
.הנה. קחו,"Here, you keep.",True,"00:51:27,290","00:51:28,990","00:51:27,544","00:51:29,463"
.שתיקח,She keep.,True,"00:51:32,624","00:51:33,624","00:51:32,674","00:51:33,876"
...מי זאת,Who is...,True,"00:52:01,591","00:52:03,325","00:52:02,037","00:52:03,371"
?הילדה,child?,True,"00:52:09,058","00:52:10,092","00:52:09,419","00:52:10,512"
.אני לא יודע,I don't know.,True,"00:52:11,592","00:52:12,892","00:52:11,880","00:52:13,248"
.אין לה אף אחד אחר,She has no one else.,True,"00:52:20,292","00:52:22,125","00:52:20,597","00:52:22,390"
.ראיתי שאתה מסתכל עליה עכשיו,I see you look at her just now.,True,"00:52:28,859","00:52:32,226","00:52:29,189","00:52:32,267"
.נראה עצוב,Look sad.,True,"00:52:35,493","00:52:38,193","00:52:35,862","00:52:38,406"
?יש לך ילד,You have child?,True,"00:52:42,759","00:52:44,493","00:52:42,953","00:52:44,921"
.אחד,One.,True,"00:52:48,093","00:52:49,026","00:52:48,250","00:52:49,251"
.השני נהרג על ידי בני אדם,The other was killed by human.,True,"00:52:51,860","00:52:54,326","00:52:52,087","00:52:54,689"
?חיילים,Soldier?,True,"00:52:56,993","00:52:58,260","00:52:57,217","00:52:58,593"
...היה,I...,True,"00:53:10,627","00:53:11,694","00:53:10,785","00:53:11,785"
אתה חושב שתמצא אותו,You think you will find him...,True,"00:53:24,427","00:53:27,628","00:53:24,786","00:53:27,889"
?בגן חיות של בני אדם,at human zoo?,True,"00:53:30,661","00:53:32,028","00:53:30,959","00:53:32,460"
?חייל,With soldier?,True,"00:53:37,695","00:53:38,728","00:53:37,924","00:53:39,175"
.אני לא יודע,I don't know.,True,"00:53:42,561","00:53:43,761","00:53:42,846","00:53:44,148"
...אז,Then...,True,"00:53:50,662","00:53:51,462","00:53:50,812","00:53:51,838"
.אולי אני אקח אותך,maybe I take you.,True,"00:53:56,862","00:54:00,162","00:53:57,193","00:54:00,388"
.צמאה,Thirsty.,True,"00:55:42,865","00:55:44,465","00:55:43,425","00:55:44,559"
.צמאה,Thirsty.,True,"00:55:46,199","00:55:47,899","00:55:46,761","00:55:48,013"
.שמור עליהם,Keep them safe.,True,"00:56:10,466","00:56:11,699","00:56:10,744","00:56:11,978"
?מה זה? סיור,What's that? A patrol?,True,"00:56:25,267","00:56:28,867","00:56:25,759","00:56:28,562"
.אני לא רואה רוכבים,I don't see riders.,True,"00:56:29,767","00:56:31,433","00:56:30,305","00:56:31,681"
!עצור,Hold it!,True,"00:56:37,067","00:56:38,067","00:56:37,145","00:56:38,313"
.ראיתי אותם באים,I saw them coming!,True,"00:56:40,767","00:56:42,467","00:56:41,316","00:56:42,550"
לפחות הפעם,At least this time.,True,"00:57:13,635","00:57:16,802","00:57:14,182","00:57:17,210"
.יכולתי להגן עליך,I was able to protect you.,True,"00:57:17,868","00:57:19,702","00:57:18,019","00:57:20,188"
.חייבים להפסיק עם זה,This must stop.,True,"00:58:34,837","00:58:36,836","00:58:35,096","00:58:37,065"
.אנחנו לא יכולים לחזור,We cannot turn back!,True,"00:58:40,171","00:58:42,271","00:58:40,602","00:58:42,654"
.הם חייבים לשלם,They must pay.,True,"00:58:52,805","00:58:54,305","00:58:53,114","00:58:54,490"
.זאת הייתה טעות להביא אתכם,It was a mistake bringing you all.,True,"00:59:12,672","00:59:14,705","00:59:13,092","00:59:14,836"
.זאת המלחמה שלי,This is my fight.,True,"00:59:15,439","00:59:16,772","00:59:15,303","00:59:16,779"
.אגמור את זה לבד,I will finish this alone.,True,"00:59:17,672","00:59:19,239","00:59:18,097","00:59:19,582"
.תצטרפו לאחרים,Join the others.,True,"00:59:24,272","00:59:25,706","00:59:24,437","00:59:26,005"
?מה קרה,What happened?,True,"01:00:53,142","01:00:56,542","01:00:53,609","01:00:56,638"
.הם הופיעו פתאום,They came out of nowhere.,True,"01:00:57,909","01:01:01,875","01:00:58,406","01:01:01,676"
.תקפו אותנו,Attacked us.,True,"01:01:02,142","01:01:03,975","01:01:02,577","01:01:03,970"
",חשבנו שהם יהרגו את כולנו",We thought they would kill us all.,True,"01:01:04,909","01:01:07,309","01:01:05,621","01:01:07,540"
.אבל הקולונל עצר אותם,But the Colonel stopped them!,True,"01:01:07,509","01:01:10,276","01:01:07,957","01:01:10,209"
.והם הביאו את כולנו לפה,And they brought us all here!,True,"01:01:19,043","01:01:21,809","01:01:19,594","01:01:21,546"
?ישתמשו בכם,Use you?,True,"01:01:23,409","01:01:24,709","01:01:23,598","01:01:24,891"
.הם הכריחו אותנו לעבוד,They've been forcing us to work!,True,"01:01:26,543","01:01:29,643","01:01:26,934","01:01:29,496"
...איזו,What.,True,"01:01:30,810","01:01:31,943","01:01:31,105","01:01:32,106"
?איזו עבודה,What kind of work?,True,"01:01:32,643","01:01:34,343","01:01:32,940","01:01:34,476"
ולינגטון,Wellington...,True,"01:01:58,811","01:01:59,977","01:01:59,133","01:02:00,310"
.ונפוליאון,and Napoleon.,True,"01:02:02,477","01:02:04,011","01:02:02,804","01:02:04,472"
קסטר,Custer...,True,"01:02:06,811","01:02:07,977","01:02:07,141","01:02:08,351"
.וסיטינג בול,and Sitting Bull.,True,"01:02:10,344","01:02:11,778","01:02:10,645","01:02:12,280"
",אתה בטח לא קורא הרבה",You're probably not much of a reader.,True,"01:02:14,911","01:02:17,278","01:02:15,274","01:02:17,510"
.אבל זה רגע גדול,But this is a big moment.,True,"01:02:18,811","01:02:22,078","01:02:19,153","01:02:22,023"
?איפה היית,Where were you?,True,"01:02:23,111","01:02:24,511","01:02:23,491","01:02:24,759"
".נתקלנו בעדר שלך, .היה לנו מזל","We came upon your herd., We got lucky.",True,"01:02:25,878","01:02:28,911","01:02:26,327","01:02:29,164"
.אבל הופתעתי שאתה לא איתם,But I was surprised you weren't with them.,True,"01:02:30,445","01:02:33,145","01:02:30,665","01:02:33,234"
"אני מקווה שלא תתחרט, .שחסת על חייו","I hope you don't come, to regret sparing his life.",True,"01:02:44,545","01:02:47,912","01:02:44,887","01:02:48,182"
.הוא צלף לא רע,He's quite a good shot.,True,"01:02:49,412","01:02:51,179","01:02:49,725","01:02:51,828"
.באתי בשבילך,I came for you.,True,"01:03:01,279","01:03:03,146","01:03:01,696","01:03:03,465"
?בשבילי,For me?,True,"01:03:03,979","01:03:05,246","01:03:04,031","01:03:05,533"
?את מי הרגתי באותו לילה,Who did I kill that night?,True,"01:03:08,313","01:03:10,279","01:03:08,536","01:03:10,446"
.אשתי,My wife.,True,"01:03:10,579","01:03:12,080","01:03:10,913","01:03:12,373"
.הבן שלי,My son.,True,"01:03:13,746","01:03:16,246","01:03:14,000","01:03:16,210"
.אני מצטער,I'm sorry.,True,"01:03:27,880","01:03:29,113","01:03:28,055","01:03:29,424"
.חיפשתי אותך,I was there for you.,True,"01:03:30,147","01:03:31,847","01:03:30,391","01:03:32,018"
.אלוהים,My God.,True,"01:03:42,747","01:03:44,347","01:03:43,070","01:03:44,447"
.תראה את העיניים שלך,Look at your eyes.,True,"01:03:45,414","01:03:47,381","01:03:45,615","01:03:47,742"
.כמעט אנושי,Almost human.,True,"01:03:48,114","01:03:49,814","01:03:48,409","01:03:50,036"
.לתמיד,For good.,True,"01:04:10,315","01:04:11,415","01:04:10,556","01:04:11,599"
?מי אמר לך את זה,Who told you that?,True,"01:04:14,515","01:04:16,048","01:04:14,727","01:04:16,229"
.בסדר,Okay.,True,"01:04:25,615","01:04:26,582","01:04:25,821","01:04:26,822"
.בוא נלך,Let's go.,True,"01:04:29,382","01:04:30,615","01:04:29,450","01:04:30,451"
!אבא,Father!,True,"01:05:08,983","01:05:10,717","01:05:09,490","01:05:10,650"
!אבא,Father!,True,"01:05:13,117","01:05:14,517","01:05:13,494","01:05:14,704"
.לייק,Lake.,True,"01:06:36,686","01:06:37,819","01:06:37,036","01:06:38,312"
?מה עשיתי,What have I done?,True,"01:06:54,720","01:06:56,253","01:06:55,137","01:06:56,631"
"!גדוד, עצור","Battalion, halt!",True,"01:07:35,088","01:07:36,855","01:07:35,386","01:07:37,246"
"לא קיבלנו אוכל או מים, .מאז שהגענו לכאן","We haven't had food or, water since we got here.",True,"01:09:34,292","01:09:36,825","01:09:34,922","01:09:37,299"
?למה הם צריכים חומה,Why do they need a wall?,True,"01:09:43,125","01:09:44,992","01:09:43,430","01:09:45,057"
!חמור,Donkey!,True,"01:10:21,160","01:10:22,093","01:10:21,427","01:10:22,436"
!תעזוב אותו,Leave him!,True,"01:10:56,394","01:10:57,894","01:10:56,670","01:10:58,096"
.תגיד להם לחזור לעבוד,Tell them to get back to work.,True,"01:13:37,000","01:13:38,966","01:13:37,289","01:13:39,249"
.קופים צריכים אוכל ומים,Apes need food and water.,True,"01:13:39,266","01:13:43,166","01:13:39,625","01:13:42,920"
.חמש,Five...,True,"01:13:58,767","01:14:00,034","01:13:59,019","01:14:00,019"
.ארבע,Four.,True,"01:14:01,300","01:14:02,300","01:14:01,396","01:14:02,523"
.שלוש,Three.,True,"01:14:03,767","01:14:05,167","01:14:03,982","01:14:05,109"
.שתיים,Two.,True,"01:14:06,800","01:14:07,901","01:14:07,069","01:14:08,237"
!מהר! תחזרו לעבוד,Hurry! Back to work!,True,"01:14:25,668","01:14:28,701","01:14:26,171","01:14:28,716"
".תקשור אותו, חמור","String him up, donkey.",True,"01:14:46,435","01:14:48,068","01:14:46,900","01:14:48,402"
.מקום רע,Bad place.,True,"01:14:58,302","01:15:00,702","01:14:58,495","01:15:01,081"
.מקום רע מאוד,"Bad, bad place.",True,"01:15:02,502","01:15:04,469","01:15:03,167","01:15:04,835"
?מה ראית,What you see?,True,"01:15:07,502","01:15:08,536","01:15:07,838","01:15:09,281"
!אוי לא,"Oh, no!",True,"01:15:22,803","01:15:23,836","01:15:23,061","01:15:24,171"
?למה כל כך קטן,Why so small?,True,"01:15:26,703","01:15:28,036","01:15:26,940","01:15:28,150"
?מה הקולונל הבטיח לך,What did the Colonel promise you?,True,"01:16:01,204","01:16:03,371","01:16:01,516","01:16:03,485"
?אחרי שנמות,after we are gone?,True,"01:16:08,138","01:16:09,671","01:16:08,332","01:16:10,025"
.אתה קוף,You are ape.,True,"01:16:13,838","01:16:16,105","01:16:14,112","01:16:16,206"
.קולונל רוצה לראות אותך,Kerna want see you.,True,"01:16:25,805","01:16:28,205","01:16:26,041","01:16:28,627"
",אם תפריע שוב לעבודה","Interfere with the work again,",True,"01:16:53,006","01:16:54,538","01:16:53,318","01:16:55,036"
"אני אתחיל לשחוט את הקופים, .אחד אחרי השני","and I'll begin slaughtering, the apes one by one.",True,"01:16:54,539","01:16:57,338","01:16:55,203","01:16:57,790"
