Hebrew,English,Safe,Hebrew_st,Hebrew_e,English_st,English_e
.אז יהיה לנו שלום,we shall have peace.,True,"00:12:51,200","00:12:53,076","00:12:51,187","00:12:53,398"
?גרדומים ועורבים,Gibbets and crows?,True,"00:12:56,121","00:12:58,248","00:12:56,192","00:12:58,861"
!דוטארד,Dotard!,True,"00:12:59,333","00:13:00,875","00:12:59,195","00:13:00,446"
.הנח לי לנחש. מפתח האורתאנק,Let me guess. The Key of Orthanc.,True,"00:13:05,839","00:13:08,675","00:13:05,743","00:13:08,246"
או אולי מפתחות באראד-דור עצמו,Or perhaps the Keys of Barad-dûr itself...,True,"00:13:08,759","00:13:11,427","00:13:08,413","00:13:11,374"
"יחד עם כתרי שבעת המלכים, !ומטות חמשת המכשפים","along with the crowns of the seven kings, and the rods of the Five Wizards!",True,"00:13:11,553","00:13:15,348","00:13:11,541","00:13:15,545"
".אבל תוכל להציל אותם, סארומן","But you could save them, Saruman.",True,"00:13:21,356","00:13:23,774","00:13:21,384","00:13:23,720"
.היית בלב מועצת האויב,You were deep in the enemy's counsel.,True,"00:13:23,942","00:13:26,277","00:13:23,886","00:13:26,222"
.יש לי משהו בשבילך,I have some for you.,True,"00:13:30,407","00:13:32,324","00:13:30,560","00:13:32,395"
.משהו שלא הצלחת לראות,Something that you have failed to see.,True,"00:13:40,959","00:13:43,335","00:13:40,945","00:13:43,239"
.אבל העין הגדולה ראתה זאת,But the Great Eye has seen it.,True,"00:13:46,006","00:13:48,633","00:13:45,742","00:13:49,245"
.כבר ברגע זה הוא מנצל את יתרונו,Even now he presses his advantage.,True,"00:13:50,344","00:13:54,014","00:13:50,246","00:13:53,958"
.כולכם תמותו,You're all going to die.,True,"00:14:01,272","00:14:03,315","00:14:01,257","00:14:03,426"
",הגולה הזה, שזחל מבין הצללים, .לעולם לא יוכתר למלך","This exile, crept from the shadows,, will never be crowned king.",True,"00:14:14,410","00:14:20,249","00:14:14,103","00:14:20,193"
"גנדאלף אינו מהסס להקריב, ,את הקרובים אליו ביותר","Gandalf does not hesitate, to sacrifice those closest to him...",True,"00:14:21,543","00:14:25,379","00:14:21,527","00:14:25,198"
.אלו שהוא מתיימר לאהוב,those he professes to love.,True,"00:14:26,173","00:14:28,632","00:14:26,115","00:14:28,326"
"אמור לי, אילו מילות נחמה, השמעת באוזני בן המחצית","Tell me, what words of comfort, did you give the Halfling...",True,"00:14:29,551","00:14:33,929","00:14:29,410","00:14:33,956"
?לפני ששלחת אותו אל גורלו המר,before you sent him to his doom?,True,"00:14:34,139","00:14:36,474","00:14:34,123","00:14:36,501"
!שמעתי די,I've heard enough!,True,"00:14:44,649","00:14:46,025","00:14:44,634","00:14:46,803"
"!ירה בו, !שלח חץ בפרצופו","Shoot him., Stick an arrow in his gob.",True,"00:14:46,986","00:14:49,237","00:14:46,969","00:14:48,805"
.לא,No.,True,"00:14:49,405","00:14:50,530","00:14:49,305","00:14:50,973"
"...רד, סארומן","Come down, Saruman...",True,"00:14:51,491","00:14:53,408","00:14:51,432","00:14:53,643"
".ונחוס על חייך, .שמור לך את רחמיך וחמלתך-","- and your life will be spared., - Save your pity and your mercy.",True,"00:14:53,659","00:14:57,913","00:14:53,810","00:14:57,730"
!אין לי צורך בהן,I have no use for it!,True,"00:14:58,039","00:14:59,664","00:14:57,939","00:14:59,232"
.סארומן,Saruman...,True,"00:15:08,424","00:15:09,966","00:15:08,533","00:15:09,992"
.המטה שלך שבור,your staff is broken.,True,"00:15:11,094","00:15:13,136","00:15:11,035","00:15:12,995"
".גרימא, אל תלך אחריו","Gríma, you need not follow him.",True,"00:15:25,025","00:15:28,361","00:15:25,007","00:15:28,511"
.לא תמיד היית כפי שאתה כעת,You were not always as you are now.,True,"00:15:29,822","00:15:32,198","00:15:29,679","00:15:32,348"
.פעם היית איש רוהאן,You were once a Man of Rohan.,True,"00:15:32,324","00:15:34,700","00:15:32,515","00:15:35,351"
.רד,Come down.,True,"00:15:35,536","00:15:36,994","00:15:35,518","00:15:36,727"
?איש רוהאן,A Man of Rohan?,True,"00:15:37,162","00:15:39,872","00:15:36,894","00:15:39,605"
...מהו בית רוהאן,What is the house of Rohan...,True,"00:15:40,457","00:15:42,875","00:15:40,523","00:15:42,775"
"אם לא אסם שגגו קש, ושודדים שותים בצחנה","but a thatched barn, where brigands drink in the reek...",True,"00:15:42,960","00:15:46,547","00:15:42,984","00:15:46,612"
"כשילדיהם מתגוללים, ?על הרצפה עם הכלבים","and their brats roll on the floor, with the dogs?",True,"00:15:46,756","00:15:50,008","00:15:46,779","00:15:50,533"
",הניצחון בנקרת הלם אינו שייך לך, .תיאודון הפרש","The victory at Helm's Deep does not, belong to you, Théoden Horse-master.",True,"00:15:51,010","00:15:56,890","00:15:51,033","00:15:57,498"
.רד,come down.,True,"00:16:07,527","00:16:08,944","00:16:07,550","00:16:09,427"
.השתחרר ממנו,Be free of him.,True,"00:16:09,821","00:16:11,321","00:16:09,760","00:16:11,220"
".להשתחרר? הוא לעולם לא ישוחרר, .לא-","- Free? He will never be free., - No.",True,"00:16:11,448","00:16:15,452","00:16:11,387","00:16:15,391"
"!רד, כלב","Get down, cur!",True,"00:16:15,911","00:16:18,496","00:16:15,725","00:16:18,394"
!סארומן,Saruman!,True,"00:16:20,040","00:16:21,541","00:16:20,062","00:16:21,397"
.היית בלב מועצת האויב,You were deep in the enemy's counsel.,True,"00:16:21,750","00:16:24,335","00:16:21,564","00:16:24,233"
!אמור לנו מה אתה יודע,Tell us what you know!,True,"00:16:24,587","00:16:26,463","00:16:24,734","00:16:26,903"
"הרחק את שומריך ואומר לך, .היכן יחרץ גורלך","You withdraw your guard, and I will, tell you where your doom will be decided.",True,"00:16:28,466","00:16:33,887","00:16:28,404","00:16:33,618"
.לא אסכים להיכלא פה,I will not be held prisoner here.,True,"00:16:34,013","00:16:36,139","00:16:33,784","00:16:36,746"
",הודיעו לכל בני בריתנו",Send word to all our allies...,True,"00:17:04,503","00:17:06,295","00:17:04,524","00:17:06,067"
"ולכל פינה בארץ התיכונה, .שעדיין ניצבת חופשייה","and to every corner of Middle-earth, that still stands free.",True,"00:17:06,463","00:17:09,215","00:17:06,234","00:17:09,111"
".האויב נע נגדנו, .עלינו לדעת היכן יכה","The enemy moves against us., We need to know where he will strike.",True,"00:17:09,591","00:17:12,802","00:17:09,612","00:17:12,782"
.עצים ישובו לחיות כאן,Trees will come back to live here.,True,"00:17:40,332","00:17:44,460","00:17:40,101","00:17:44,647"
.עצים צעירים,Young trees.,True,"00:17:45,170","00:17:47,296","00:17:45,147","00:17:47,316"
.שכה יהיה לי טוב,Bless my bark!,True,"00:17:59,393","00:18:01,727","00:17:59,161","00:18:01,330"
!מהר,"Quickly, now.",True,"00:18:06,441","00:18:07,942","00:18:06,335","00:18:08,170"
"הלילה אנו מכבדים את זכר הנופלים, .על הגנת הארץ","Tonight we remember those who, gave their blood to defend this country.",True,"00:18:58,454","00:19:03,333","00:18:58,387","00:19:03,934"
.לזכר המתים עטורי התהילה,Hail the victorious dead.,True,"00:19:04,585","00:19:06,419","00:19:04,602","00:19:06,646"
!יחי,Hail!,True,"00:19:06,630","00:19:08,380","00:19:06,812","00:19:08,230"
.בלי הפוגות,No pauses.,True,"00:19:19,601","00:19:21,101","00:19:19,241","00:19:21,118"
".בלי לשפוך, .ובלי העלאת גירה-","- No spills., - And no regurgitation.",True,"00:19:21,353","00:19:25,481","00:19:21,285","00:19:25,456"
?אז זה משחק שתייה,So it's a drinking game?,True,"00:19:26,107","00:19:27,983","00:19:25,956","00:19:27,625"
.האחרון שעומד על רגליו מנצח,Last one standing wins.,True,"00:19:29,194","00:19:31,153","00:19:29,293","00:19:31,796"
.שניכם רמי-מעלה,You are both honorable men.,True,"00:20:28,755","00:20:30,923","00:20:28,644","00:20:31,147"
"לא היה זה תיאודן מרוהאן, .שהוביל את אנשינו לניצחון","It was not Théoden of Rohan, who led our people to victory.",True,"00:20:33,218","00:20:38,056","00:20:32,982","00:20:38,320"
"אלו הגמדים שיוצאים לשחות, .עם נשים קטנות ושעירות","It's the Dwarves that go swimming, with little, hairy women.",True,"00:21:10,674","00:21:16,596","00:21:10,686","00:21:16,567"
.אני מרגיש משהו,I feel something.,True,"00:21:22,060","00:21:23,561","00:21:21,947","00:21:23,199"
.דגדוג קל באצבעות,A slight tingle in my fingers.,True,"00:21:25,272","00:21:27,356","00:21:25,367","00:21:27,870"
.אני חושב שזה משפיע עליי,I think it's affecting me.,True,"00:21:28,525","00:21:30,276","00:21:28,537","00:21:30,122"
?מה אמרתי,What did I say?,True,"00:21:31,988","00:21:33,947","00:21:32,041","00:21:33,751"
.הוא לא יודע לשתות,He can't hold his liquor.,True,"00:21:34,240","00:21:36,700","00:21:33,918","00:21:37,254"
.סוף המשחק,Game over.,True,"00:21:44,959","00:21:46,251","00:21:44,595","00:21:45,930"
!פיפין,Pippin!,True,"00:22:08,317","00:22:09,818","00:22:08,244","00:22:09,578"
!'נמזג בפונדק 'הדרקון הירוק,Comes from The Green Dragon,True,"00:22:13,656","00:22:15,573","00:22:13,415","00:22:15,459"
?אין חדש מפרודו,No news of Frodo?,True,"00:22:23,499","00:22:25,458","00:22:23,425","00:22:25,928"
.עוד נותר לנו זמן,We have time.,True,"00:22:30,382","00:22:32,049","00:22:30,432","00:22:32,601"
".מדי יום, פרודו מתקרב למורדור","Every day, Frodo moves closer to Mordor.",True,"00:22:34,302","00:22:37,304","00:22:34,103","00:22:37,398"
?אנחנו יודעים זאת לבטח,Do we know that?,True,"00:22:38,265","00:22:40,015","00:22:38,107","00:22:40,192"
?מה אומר לך לבך,What does your heart tell you?,True,"00:22:44,229","00:22:46,188","00:22:44,029","00:22:45,781"
.כן,Yes.,True,"00:22:58,202","00:22:59,619","00:22:58,294","00:23:00,129"
".כן, הוא חי","Yes, he's alive.",True,"00:23:02,373","00:23:04,791","00:23:02,673","00:23:04,675"
.מסוכן מדי,Too risky. Too risky.,True,"00:23:07,086","00:23:09,921","00:23:07,136","00:23:09,972"
.שקט! אסור להעיר אותם,Shh! Quiet! Mustn't wake them.,True,"00:23:18,723","00:23:22,309","00:23:18,564","00:23:22,151"
.אסור לקלקל עכשיו הכול,Mustn't ruin it now.,True,"00:23:22,435","00:23:24,686","00:23:22,318","00:23:24,820"
.הם חושדים בנו,They suspects us.,True,"00:23:29,359","00:23:31,736","00:23:29,325","00:23:31,952"
"?מה את אומרת, חמדתי, אהבתי","What's it saying, my precious, my love?",True,"00:23:33,363","00:23:36,449","00:23:33,162","00:23:36,665"
?האם סמיאגול מאבד את אומץ לבו,Is Sméagol losing his nerve?,True,"00:23:36,909","00:23:40,745","00:23:36,832","00:23:40,461"
.לא. לא,No. Not.,True,"00:23:40,996","00:23:43,456","00:23:41,086","00:23:43,505"
.וזה מה שנעשה,And we will.,True,"00:23:53,383","00:23:55,217","00:23:53,057","00:23:55,601"
".סמיאגול עשה זאת בעבר, .הוא יכול לעשות זאת שוב","Sméagol did it once., He can do it again.",True,"00:23:55,970","00:24:00,057","00:23:55,768","00:23:59,855"
!שלנו היא,It's ours!,True,"00:24:03,353","00:24:05,812","00:24:03,192","00:24:05,861"
".אנחנו חייבים להשיג את חמדתי, .חייבים להשיג אותה בחזרה","We must get the precious., We must get it back.",True,"00:24:09,734","00:24:12,694","00:24:09,782","00:24:12,701"
".סבלנות! סבלנות, אהובי","Patience! Patience, my love.",True,"00:24:12,820","00:24:15,656","00:24:12,868","00:24:16,246"
.קודם-כל חייבים להוביל אותם אליה,First we must lead them to her.,True,"00:24:16,240","00:24:20,786","00:24:16,413","00:24:20,793"
.נוביל אותם למדרגות המתפתלות,We lead them to the Winding Stair.,True,"00:24:21,621","00:24:26,751","00:24:21,710","00:24:26,715"
"?כן, למדרגות. ואז","Yes, the stairs. And then?",True,"00:24:26,919","00:24:29,671","00:24:26,882","00:24:29,551"
.היא צריכה לאכול כל הזמן,She always needs to feed.,True,"00:24:50,192","00:24:54,405","00:24:50,280","00:24:54,493"
".והם בכלל לא טעימים, ?נכון, חמדתי","And they doesn't taste very nice,, does they, precious?",True,"00:24:58,535","00:25:01,328","00:24:58,580","00:25:01,291"
.לא,No.,True,"00:25:01,871","00:25:03,497","00:25:01,917","00:25:03,585"
".בכלל לא טעימים, אהובי","Not very nice at all, my love.",True,"00:25:03,748","00:25:07,751","00:25:03,752","00:25:08,424"
.היא משתוקקת לבשר מתוק,She hungers for sweeter meats.,True,"00:25:08,628","00:25:11,213","00:25:08,590","00:25:11,427"
.לבשר הוביטים,Hobbit meat.,True,"00:25:11,589","00:25:13,465","00:25:11,593","00:25:13,429"
"וכאשר תשליך הצדה את העצמות, ...ואת הבגדים הריקים","And when she throws away the bones, and the empty clothes...",True,"00:25:13,633","00:25:18,345","00:25:13,595","00:25:18,434"
אז נמצא אותה,then we will find it.,True,"00:25:18,596","00:25:21,682","00:25:18,600","00:25:21,645"
.וניקח אותה לעצמי,And take it for me!,True,"00:25:22,183","00:25:25,729","00:25:21,812","00:25:26,150"
.לעצמנו,For us.,True,"00:25:27,815","00:25:29,482","00:25:27,943","00:25:29,319"
...כן. התכוונתי לשנינו,Yes. We meant for us.,True,"00:25:29,734","00:25:32,736","00:25:29,820","00:25:32,823"
...חמדתי תהיה שלנו,The precious will be ours...,True,"00:25:36,782","00:25:40,702","00:25:36,618","00:25:41,123"
.ברגע שיבוא קצם של ההוביטסים,once the Hobbitses are dead!,True,"00:25:41,328","00:25:45,707","00:25:41,290","00:25:45,794"
...בוגד שפל שכמוך,You treacherous little toad!,True,"00:25:46,584","00:25:48,501","00:25:46,295","00:25:47,796"
".לא! לא, אדוני",No! No! Master!,True,"00:25:50,546","00:25:53,007","00:25:50,466","00:25:52,801"
".לא, סאם. עזוב אותו","No, Sam! Leave him alone!",True,"00:25:53,175","00:25:54,884","00:25:52,968","00:25:54,595"
".שמעתי זאת מפיו, .הוא זומם להרוג אותנו","I heard it from his own mouth., He means to murder us.",True,"00:25:55,427","00:25:58,054","00:25:55,471","00:25:58,140"
.וממציא שקרים מתועבים,and who makes up nasty lies.,True,"00:26:08,607","00:26:11,025","00:26:08,484","00:26:11,236"
"!תולעת דוחה שכמוך, ...אמחץ את ראשך","You miserable little maggot!, I'll stove your head in!",True,"00:26:11,151","00:26:13,694","00:26:11,403","00:26:14,114"
!סאם,Sam!,True,"00:26:14,446","00:26:15,780","00:26:14,490","00:26:15,741"
"לא נוכל לחדור למורדור לבדנו, .בלא מדריך","We can't do this by ourselves, Sam., Not without a guide.",True,"00:26:31,297","00:26:34,674","00:26:31,173","00:26:34,760"
".אני לצדך, אדון פרודו","I'm on your side, Mr. Frodo.",True,"00:26:39,514","00:26:41,515","00:26:39,264","00:26:41,642"
".אני יודע, סאם, אני יודע","I know, Sam. I know.",True,"00:26:43,184","00:26:45,811","00:26:43,143","00:26:46,063"
?מה השעה,What time is it?,True,"00:27:59,180","00:28:00,805","00:27:59,094","00:28:00,596"
.עדיין לא עלה השחר,Not yet dawn.,True,"00:28:02,892","00:28:04,809","00:28:02,931","00:28:04,433"
חלמתי שראיתי גל גדול,I dreamed I saw a great wave...,True,"00:28:11,317","00:28:13,985","00:28:11,315","00:28:14,359"
"מטפס מעל אדמות ירוקות, .וממעל להרים","climbing over green lands, and above the hills.",True,"00:28:14,653","00:28:17,948","00:28:14,526","00:28:18,530"
.עמדתי על השפה,I stood upon the brink.,True,"00:28:19,701","00:28:21,660","00:28:19,781","00:28:22,284"
"היה חשוך לגמרי, .בתהום מתחת לרגליי","It was utterly dark in the abyss, before my feet.",True,"00:28:23,121","00:28:26,665","00:28:23,160","00:28:26,330"
",אור האיר מאחוריי",A light shone behind me...,True,"00:28:28,501","00:28:30,336","00:28:28,290","00:28:31,043"
.אך לא יכולתי לפנות אליו,but I could not turn.,True,"00:28:31,671","00:28:33,631","00:28:31,668","00:28:34,129"
.הלילה משנה מחשבות רבות,Night changes many thoughts.,True,"00:28:39,262","00:28:41,639","00:28:39,134","00:28:41,845"
".שני, איאווין","Sleep, Éowyn.",True,"00:28:42,349","00:28:44,266","00:28:42,262","00:28:44,389"
",שני",Sleep...,True,"00:28:44,893","00:28:46,436","00:28:44,973","00:28:47,184"
.כל עוד את יכולה,while you can.,True,"00:28:49,941","00:28:51,733","00:28:49,895","00:28:51,813"
.הכוכבים מצועפים,The stars are veiled.,True,"00:29:16,009","00:29:17,718","00:29:15,921","00:29:18,215"
.עין האויב נעה,The Eye of the enemy is moving.,True,"00:29:28,563","00:29:30,940","00:29:28,600","00:29:31,395"
!פיפין,Pippin!,True,"00:29:52,046","00:29:53,588","00:29:52,165","00:29:53,625"
?פיפין,Pippin?,True,"00:30:01,139","00:30:02,806","00:30:01,133","00:30:02,884"
.פיפין,Pippin.,True,"00:30:34,173","00:30:35,757","00:30:34,249","00:30:36,084"
.לא,No!,True,"00:30:42,766","00:30:43,974","00:30:42,591","00:30:44,092"
.פיפין,Pippin.,True,"00:30:49,230","00:30:50,522","00:30:49,222","00:30:50,515"
.הוא כאן,He is here.,True,"00:30:53,902","00:30:55,152","00:30:53,810","00:30:55,020"
.אני רואה אותך,I see you.,True,"00:30:55,445","00:30:57,654","00:30:55,187","00:30:57,481"
!פיפין,Pippin!,True,"00:31:00,283","00:31:01,533","00:31:00,484","00:31:02,110"
!הצילו! גנדאלף,"Help! Gandalf, help!",True,"00:31:16,592","00:31:18,968","00:31:16,750","00:31:19,503"
.שמישהו יעזור לו,Someone help him!,True,"00:31:21,555","00:31:23,098","00:31:21,254","00:31:23,131"
!בן טוק טיפש,Fool of a Took!,True,"00:31:31,524","00:31:33,525","00:31:31,848","00:31:33,100"
.הסתכל עליי,Look at me.,True,"00:31:54,131","00:31:55,923","00:31:54,204","00:31:56,415"
.עץ,A tree.,True,"00:32:10,106","00:32:11,481","00:32:10,053","00:32:12,139"
.הוא היה מת,It was dead.,True,"00:32:19,407","00:32:21,074","00:32:19,438","00:32:20,730"
.ראיתי אותו,I saw him.,True,"00:32:36,508","00:32:38,009","00:32:36,371","00:32:37,747"
.יכולתי לשמוע את קולו בראשי,I could hear his voice in my head.,True,"00:32:40,679","00:32:42,930","00:32:40,750","00:32:43,003"
".הוא שאל לשמי, .לא עניתי","He asked me my name., I didn't answer.",True,"00:32:51,899","00:32:54,984","00:32:51,761","00:32:54,931"
.הוא פגע בי,He hurt me.,True,"00:32:55,402","00:32:56,819","00:32:55,098","00:32:56,558"
"מה סיפרת לו על פרודו, ?ועל הטבעת","What did you tell him, about Frodo and the Ring?",True,"00:32:56,945","00:32:59,280","00:32:56,725","00:32:59,186"
.לא היה שקר בעיני פיפין,There was no lie in Pippin's eyes.,True,"00:33:02,242","00:33:04,911","00:33:02,689","00:33:05,150"
.אבל טיפש ישר,but an honest fool he remains.,True,"00:33:08,416","00:33:10,542","00:33:08,403","00:33:10,697"
"הוא לא אמר לסאורון דבר, .לא על פרודו ולא על הטבעת","He told Sauron nothing, of Frodo and the Ring.",True,"00:33:11,211","00:33:14,713","00:33:11,156","00:33:14,701"
.באורח מוזר היה לנו מזל,We've been strangely fortunate.,True,"00:33:15,965","00:33:17,966","00:33:15,744","00:33:18,121"
"פיפין ראה בפלאנטיר, .מבט חטוף על תכנית האויב","Pippin saw in the palantír, a glimpse of the enemy's plan.",True,"00:33:18,301","00:33:22,137","00:33:18,288","00:33:22,167"
"כוחותיו של סאורון נעים, .לתקוף את העיר מינאס טירית","Sauron moves to strike, the city of Minas Tirith.",True,"00:33:23,014","00:33:26,975","00:33:23,084","00:33:27,047"
