Hebrew,English,Safe,Hebrew_st,Hebrew_e,English_st,English_e
".תרגיל טווח. הגאי, 15 מעלות שמאלה","Ranging maneuver., Helm, left 15 degrees rudder.",True,"00:02:20,402","00:02:22,779","00:02:20,475","00:02:23,394"
.מסלול יציב 100,Steady course 100°.,True,"00:02:22,863","00:02:24,573","00:02:23,478","00:02:24,604"
.תעלה בעדינות למהירות שיוט,Come up easy on a standard bell.,True,"00:02:24,656","00:02:26,200","00:02:24,687","00:02:26,272"
".הקפטן מפקח, !הגה, כן-","- Captain has the conn., - Helm, aye!",True,"00:02:26,283","00:02:28,035","00:02:26,356","00:02:28,066"
.מתקרב למסלול 100,Coming to course 100°.,True,"00:02:28,118","00:02:30,204","00:02:28,149","00:02:29,567"
.יציב על מסלול 100,Steady on course 100°.,True,"00:02:43,884","00:02:45,719","00:02:43,915","00:02:45,875"
"?קצין נשק, טווח","Weapons Officer, range?",True,"00:02:45,802","00:02:47,179","00:02:45,958","00:02:47,418"
".טווח הירי נמדד כ-15,000 מטרים","Firing solution is tracking, at a distance of 15,000 meters.",True,"00:02:47,262","00:02:51,266","00:02:47,502","00:02:51,339"
"?אדוני, זה לא הגיוני. הטונים ברורים","Sir, that doesn't make sense., Tonals this loud and clear?",True,"00:02:51,350","00:02:54,436","00:02:51,422","00:02:54,467"
.הוא חייב להיות קרוב יותר,He must be closer than that.,True,"00:02:54,520","00:02:56,438","00:02:54,550","00:02:56,510"
".קפטן, טווח הירי קפץ ל-10,000 מטרים","Captain, firing solution, just did a step change to 10,000 meters.",True,"00:02:57,689","00:03:01,693","00:02:57,762","00:03:01,724"
.שום דבר לא זז כל כך מהר,Nothing moves that fast.,True,"00:03:02,402","00:03:03,737","00:03:02,684","00:03:03,768"
".הגאי, הגה ימני עד הסוף למסלול 270","Helm, right full rudder to course 270°.",True,"00:03:06,323","00:03:08,492","00:03:06,396","00:03:08,523"
".מסלול 270, כן","Course 270°, aye.",True,"00:03:08,575","00:03:10,410","00:03:08,606","00:03:10,191"
.פשוט נתקדם למים עמוקים יותר,"We'll just walk away, and head for deep water.",True,"00:03:14,039","00:03:16,166","00:03:14,028","00:03:16,197"
".הוא שם, פונה איתנו שוב","He's there, turning with us again.",True,"00:03:20,838","00:03:23,173","00:03:20,702","00:03:23,204"
.הוא רואה אותנו,He can see us.,True,"00:03:24,383","00:03:26,134","00:03:24,455","00:03:25,498"
.בלתי אפשרי. אנחנו בלתי נראים,Impossible. We're invisible.,True,"00:03:26,218","00:03:28,136","00:03:26,416","00:03:28,167"
".המפקד, הוא מציף צינורות טורפדו","Sir, he's flooding his torpedo tubes!",True,"00:03:32,474","00:03:34,434","00:03:32,505","00:03:34,465"
"!בדיקה תקינה, !קדימה תקין-","- Check clear!, - Forward clear!",True,"00:03:41,150","00:03:43,527","00:03:41,180","00:03:43,558"
"!מאחורה תקין! לטעון טורפדו, !טוען-","- Aft clear! Ram torpedo!, - Ramming!",True,"00:03:43,610","00:03:46,113","00:03:43,641","00:03:46,144"
.צינורות טורפדו טעונים,Torpedo tubes loaded.,True,"00:03:47,990","00:03:49,408","00:03:47,687","00:03:49,439"
!הוא פתח את הדלתות החיצוניות,He's opened outer doors!,True,"00:03:49,491","00:03:50,826","00:03:49,522","00:03:50,982"
"נשק, תציף צינורות דרך ארבע, .ותפתח את הדלתות החיצוניות","Weapons, flood tubes one through four, and open outer doors.",True,"00:03:50,909","00:03:53,078","00:03:51,065","00:03:53,168"
.הכנס תמיסת נפץ לצינור שתיים,Enter firing solution into tube two.,True,"00:03:53,162","00:03:55,038","00:03:53,192","00:03:55,069"
".כן, קפטן. מכין את צינור שתיים","Aye, Captain., Making tube two ready in all respects.",True,"00:03:55,122","00:03:57,833","00:03:55,153","00:03:57,864"
".קפטן, הוא מתגרה בנו","Captain, he's provoking us.",True,"00:03:57,916","00:03:59,209","00:03:57,947","00:03:59,282"
.הוא רוצה תירוץ להפציץ אותנו,"He wants an excuse, to blow us out of the water.",True,"00:03:59,293","00:04:01,712","00:03:59,365","00:04:01,743"
".טורפדו אויב במים, כיוון 200, .אלף מטרים ומאיץ","Enemy torpedo in the water, bearing 200°., 1,000 meters and accelerating.",True,"00:04:01,795","00:04:05,215","00:04:01,826","00:04:05,371"
".הגאי, הגה שמאלי עד הסוף, .סיבוב מלא בכל הכוח","Helm, left full rudder,, all ahead flank cavitate.",True,"00:04:05,299","00:04:07,718","00:04:05,455","00:04:07,307"
".שגר אמצעי הטעיה, .משגר אמצעי הטעיה-","- Launch countermeasures., - Launching countermeasures.",True,"00:04:10,387","00:04:12,431","00:04:10,585","00:04:12,705"
.הטורפדו שלנו יצא. פועל,Our torpedo is away. Running hot.,True,"00:04:21,482","00:04:23,066","00:04:21,512","00:04:23,097"
.טורפדו אויב עדיין מתקרב. טווח 800 מטרים,"Enemy torpedo still homing,, range 800 meters.",True,"00:04:26,153","00:04:28,947","00:04:26,184","00:04:28,853"
.הוא עקף את אמצעי ההטעיה,He's blown through our countermeasures.,True,"00:04:29,031","00:04:30,240","00:04:28,936","00:04:30,330"
".הגה ימני עד הסוף, !עד הסוף. כן, המפקד-","- Helm, right full rudder., - Right full.",True,"00:04:30,324","00:04:32,618","00:04:30,354","00:04:32,231"
"קצין צלילה, היכון לפגיעת חירום, .בכל מכלי הציפה","Diving Officer, stand by to emergency blow, all main ballast tanks.",True,"00:04:33,702","00:04:36,163","00:04:33,733","00:04:36,253"
.ארבע מאות מטרים,400 meters.,True,"00:04:36,246","00:04:37,122","00:04:36,277","00:04:37,235"
".מפקד משמרת, תכין אזעקת התנגשות","Chief of the Watch,, stand by the collision alarm.",True,"00:04:37,206","00:04:38,290","00:04:37,236","00:04:38,882"
...חמש... ארבע,five... four...,True,"00:04:43,295","00:04:45,464","00:04:43,326","00:04:45,495"
...שלוש... שתיים,three... two...,True,"00:04:46,298","00:04:48,550","00:04:46,329","00:04:48,581"
"?הוא פספס אותנו, .לא-","- It missed us?, - No.",True,"00:05:05,275","00:05:07,528","00:05:05,306","00:05:07,558"
.הוא נעלם כאילו הוא לא היה שם,It vanished like it was never there.,True,"00:05:07,611","00:05:10,989","00:05:07,642","00:05:11,020"
"?סונאר, איפה כלי האויב","Sonar, where is the enemy vessel?",True,"00:05:11,073","00:05:13,534","00:05:11,103","00:05:13,564"
"כיוון 330, מרחק 4,000 מטרים, .מימין החרטום שלנו","Bearing 330°,, 4,000 meters off our starboard bow.",True,"00:05:13,617","00:05:16,829","00:05:13,648","00:05:16,359"
.הטורפדו שלנו במסלול,Our torpedo is running true.,True,"00:05:16,912","00:05:18,163","00:05:16,442","00:05:18,194"
...פגיעה בצוללת האויב עוד,Impact with enemy submarine in...,True,"00:05:18,247","00:05:20,541","00:05:18,277","00:05:20,571"
.שלוש... שתיים... אחת,three... two... one.,True,"00:05:21,083","00:05:24,169","00:05:20,655","00:05:24,200"
?איפה הפגיעה,Where was the impact?,True,"00:05:28,549","00:05:29,842","00:05:28,663","00:05:29,872"
".קפטן, צוללת האויב נעלמה","Captain, enemy submarine has vanished.",True,"00:05:29,925","00:05:32,594","00:05:29,956","00:05:32,625"
".היא איננה, המפקד","It's gone, sir.",True,"00:05:32,678","00:05:34,388","00:05:32,708","00:05:34,168"
.אני לא מבין,I don't understand.,True,"00:05:34,471","00:05:36,056","00:05:34,252","00:05:36,087"
.הוא מעולם לא היה שם,He was never there.,True,"00:05:41,520","00:05:42,646","00:05:41,676","00:05:42,677"
.רדפנו אחרי פנטום,We've been chasing a phantom.,True,"00:05:45,774","00:05:47,317","00:05:45,805","00:05:47,431"
.היא הייתה שם. הכלים לא משקרים,"It was right there., The instruments don't lie.",True,"00:05:47,401","00:05:50,154","00:05:47,515","00:05:50,184"
.הם שיקרו לנו היום,They lied to us today.,True,"00:05:50,237","00:05:52,531","00:05:50,268","00:05:52,520"
".קצין נשק, כבה את הטורפדו שלנו, .כן, המפקד-","- Weapons, shut down our torpedo., - Aye, Captain.",True,"00:05:52,614","00:05:55,367","00:05:52,603","00:05:55,398"
.מכבה את הטורפדו,Shutting down torpedo.,True,"00:05:55,450","00:05:57,161","00:05:55,481","00:05:57,191"
.צאו מעמדות קרב,Secure from battle stations.,True,"00:05:57,244","00:05:59,872","00:05:57,275","00:05:59,235"
.לכן אנחנו עושים ניסויים,This is why we have sea trials.,True,"00:06:02,499","00:06:04,418","00:06:02,530","00:06:04,448"
.יש באג במערכת,There's a bug in the system.,True,"00:06:05,419","00:06:07,004","00:06:05,533","00:06:07,034"
.רוח רפאים במכונה,A ghost in the machine.,True,"00:06:08,881","00:06:10,465","00:06:08,911","00:06:10,496"
".זה הזמן לחזור הביתה, !קפטן-","- It's time to go home., - Captain!",True,"00:06:13,218","00:06:14,928","00:06:12,915","00:06:14,959"
!מערכת גיבוי. תשביתו את הנשק שלנו,"- Oh, my God., - Wire command. Shut down our weapon!",True,"00:06:21,268","00:06:23,145","00:06:20,840","00:06:23,175"
!הטורפדו שלנו עדיין מתקרב. טווח 200 מטרים,"Our torpedo's still closing,, range 200 meters!",True,"00:06:24,563","00:06:27,983","00:06:24,760","00:06:28,014"
...פוצצו את מכלי הציפה! הפעילו אזעקת התנגש,"Blow all main ballast tanks!, Sound the collision alar...",True,"00:06:28,066","00:06:30,986","00:06:28,097","00:06:31,017"
.משלוח אוכל,Food delivery.,True,"00:07:30,587","00:07:32,172","00:07:30,701","00:07:31,953"
?שלום,Hello?,True,"00:07:41,849","00:07:43,100","00:07:41,879","00:07:43,130"
.קוד זיהוי,Designator.,True,"00:07:51,567","00:07:52,568","00:07:51,597","00:07:52,598"
.תירגע,Easy.,True,"00:07:52,651","00:07:54,111","00:07:53,182","00:07:54,183"
.תירגע,Easy.,True,"00:07:55,404","00:07:56,655","00:07:55,518","00:07:56,727"
.קוד זיהוי,Designator.,True,"00:07:59,032","00:08:00,284","00:07:59,063","00:08:00,314"
.אינדיה-זולו-254,India-Zulu-254.,True,"00:08:03,120","00:08:04,955","00:08:03,150","00:08:04,986"
.בראבו-אקו-11,Bravo-Echo-1 1.,True,"00:08:06,039","00:08:07,875","00:08:06,070","00:08:07,905"
".לא, עוד לא","No, not yet.",True,"00:08:09,960","00:08:11,003","00:08:09,865","00:08:11,033"
.תשאל את שאלת האבטחה קודם,"You need to ask me, the security question first.",True,"00:08:11,086","00:08:13,589","00:08:11,117","00:08:13,661"
".כן, סליחה","Oh, yeah. Sorry.",True,"00:08:13,672","00:08:15,966","00:08:13,744","00:08:15,454"
?מה השבועה,what is the oath?,True,"00:08:18,218","00:08:19,511","00:08:18,249","00:08:19,542"
...אנחנו חיים ומתים בצללים,We live and die in the shadows...,True,"00:08:24,433","00:08:26,768","00:08:24,547","00:08:26,757"
...עבור היקרים לנו,for those we hold close...,True,"00:08:28,312","00:08:29,980","00:08:28,342","00:08:29,844"
.ועבור אלו שלעולם לא נפגוש,and for those we never meet.,True,"00:08:31,440","00:08:33,442","00:08:31,554","00:08:33,222"
.תשים את זה על השולחן,You can put it on the table.,True,"00:08:37,278","00:08:38,572","00:08:37,226","00:08:38,602"
.היי,Hey.,True,"00:08:54,171","00:08:55,339","00:08:54,201","00:08:55,369"
.IMF-ברוך הבא ל,Welcome to the IMF.,True,"00:08:59,009","00:09:00,802","00:08:59,081","00:09:00,499"
.עשית את הבחירה הנכונה,You made the right choice.,True,"00:09:02,471","00:09:04,181","00:09:02,585","00:09:04,211"
.המפקד,Sir.,True,"00:09:07,810","00:09:08,936","00:09:07,923","00:09:08,966"
".ערב טוב, מר האנט","Good evening, Mr. Hunt.",True,"00:09:14,441","00:09:16,401","00:09:14,472","00:09:16,432"
.מזמן לא דיברנו,It's been a long time.,True,"00:09:17,569","00:09:19,404","00:09:17,683","00:09:19,477"
.חיינו הם סך כל בחירותינו,"Our lives are the sum of our choices,",True,"00:09:20,489","00:09:22,908","00:09:20,644","00:09:22,938"
.ולא נוכל לברוח מהעבר,and we cannot escape the past.,True,"00:09:24,368","00:09:26,745","00:09:24,398","00:09:26,358"
".לפני 30 שנה, הוצעה לך ההזדמנות","Thirty years ago,, you were offered the choice.",True,"00:09:27,579","00:09:30,499","00:09:27,651","00:09:30,529"
.או להעביר את חייך בכלא IMF-להצטרף ל,Join the IMF or spend your life in prison.,True,"00:09:30,582","00:09:34,378","00:09:30,613","00:09:34,200"
.אבל לעולם לא נשכח,But we will never forget.,True,"00:09:40,008","00:09:42,344","00:09:40,039","00:09:42,374"
כפי שאתה לעולם לא תשכח את המוות,Just as you will never forget the death,True,"00:09:42,427","00:09:44,972","00:09:42,458","00:09:45,002"
.שהביא אותך אלינו לפני שנים רבות,"that broughtyou to us, all those years ago.",True,"00:09:45,055","00:09:48,058","00:09:45,086","00:09:48,089"
.הסיכון במשימה הזו גבוה מתמיד,"The stakes of this mission, are higher than ever.",True,"00:10:07,369","00:10:10,372","00:10:07,399","00:10:10,402"
.לא נסבול את ההתנהגות המרדנית האופיינית לך,"Your habitual rogue behavior, will not be tolerated.",True,"00:10:10,455","00:10:13,792","00:10:10,486","00:10:13,781"
.הממשלה שלך מחפשת מפתח,Your government is searching for a key.,True,"00:10:19,256","00:10:22,009","00:10:19,495","00:10:22,081"
",מטרתו, חשיבותו הרבה עבורנו","Its purpose, its vital importance to us",True,"00:10:22,092","00:10:25,345","00:10:22,164","00:10:25,376"
.היא לא עניינך,is none ofyour concern.,True,"00:10:25,429","00:10:27,931","00:10:25,459","00:10:27,837"
.היא הרגה שליח באיסטנבול,She killed a courier in Istanbul.,True,"00:10:34,313","00:10:36,773","00:10:34,301","00:10:36,887"
"הסיבה בגינה בחרה, ,להפריע בעניין הזה היא תעלומה","Why she has chosen to interfere, in this affair is a mystery,",True,"00:10:42,112","00:10:45,949","00:10:42,143","00:10:45,896"
.כמו גם מקום הימצאה,as are her whereabouts.,True,"00:10:46,033","00:10:48,285","00:10:45,980","00:10:47,898"
.וציידי הראשים מנסים לזכות בו,"and these bounty hunters, are out to collect it.",True,"00:10:54,666","00:10:58,504","00:10:54,738","00:10:57,908"
.הם לעולם לא מחזירים נמלט בחיים,"They never bring a fugitive back alive,",True,"00:10:59,129","00:11:02,049","00:10:59,243","00:11:01,996"
.ולעתים נדירות בחתיכה אחת,and rarely in one piece.,True,"00:11:02,132","00:11:04,843","00:11:02,079","00:11:04,874"
",משימתך, אם תבחר לקבל אותה","Your mission,, should you choose to accept it,",True,"00:11:14,603","00:11:17,606","00:11:14,633","00:11:17,720"
.היא להשיג את המפתח ולהביא לנו אותו,"is to acquire the key, and deliver it to us.",True,"00:11:17,689","00:11:21,151","00:11:17,803","00:11:21,182"
.מה שיקרה לאילזה אחרי כן תלוי בך,"What happens to Ilsa, after that is up to you.",True,"00:11:21,235","00:11:24,530","00:11:21,265","00:11:24,560"
.המזכיר יכחיש כל ידע על פעולותיך,"the secretary will disavow, any knowledge ofyour actions.",True,"00:11:29,535","00:11:32,955","00:11:29,565","00:11:32,902"
.הודעה זו תשמיד את עצמה עוד חמש שניות,"This message will self-destruct, in five seconds.",True,"00:11:33,997","00:11:37,668","00:11:34,069","00:11:37,698"
".בהצלחה, אית'ן","Good luck, Ethan.",True,"00:11:38,418","00:11:40,087","00:11:38,449","00:11:40,117"
.בוא,Come.,True,"00:12:13,954","00:12:15,038","00:12:13,901","00:12:15,110"
.אית'ן,Ethan.,True,"00:13:04,796","00:13:06,173","00:13:04,910","00:13:05,953"
?אז במה מדובר,So what are we dealing with?,True,"00:15:48,335","00:15:50,128","00:15:48,490","00:15:50,200"
".אז תולעת מחשב, אז בוטנט...","then a tapeworm, then a botnet.",True,"00:15:56,885","00:15:58,512","00:15:56,457","00:15:58,542"
"תחילה, היא התמקדה, ,בעיקר בחדשות וברשתות החברתיות","At the outset, it concentrated primarily, on news and social media",True,"00:16:07,479","00:16:11,692","00:16:08,093","00:16:11,722"
",מה שלא ממש הטריד אותנו, .מכיוון שלרוב זה תאם את מטרותינו","which was of little concern to us, as it often suited our purposes.",True,"00:16:11,775","00:16:14,903","00:16:11,805","00:16:15,017"
ונטמעה בבינה המלאכותית הסודית ביותר שלהם,"And assimilated their, top secret active-learning AI",True,"00:16:19,491","00:16:22,828","00:16:19,521","00:16:22,900"
.לפני שנעלמה לענן,before vanishing into the cloud.,True,"00:16:22,911","00:16:25,164","00:16:22,983","00:16:25,235"
",המתקפות שלאחר מכן עלו פי 10,000 בן לילה","Subsequent attacks, increased ten-thousandfold overnight,",True,"00:16:25,247","00:16:28,458","00:16:25,319","00:16:28,238"
.ונפוצו אקספוננציאלית,spreading exponentially.,True,"00:16:28,542","00:16:30,169","00:16:28,322","00:16:30,240"
...מה שהצביע על כך שהישות הפכה מאז,"Indicating that, the Entity has since become",True,"00:16:30,252","00:16:33,630","00:16:30,324","00:16:32,951"
.לתבונית,sentient.,True,"00:16:33,714","00:16:35,174","00:16:33,744","00:16:34,745"
?אתם אומרים לי שלדבר הזה יש מוח משלו,"You're telling me this thing, has a mind of its own?",True,"00:16:35,883","00:16:37,885","00:16:35,913","00:16:37,915"
",בשלושת השבועות האחרונים בלבד","Over the last three weeks alone,",True,"00:16:37,968","00:16:39,803","00:16:37,998","00:16:39,833"
".רשות התעופה, נאס""א וכל זרועות הצבא","The FAA, NASA, and the combined branches of our military.",True,"00:16:46,268","00:16:49,480","00:16:46,340","00:16:49,551"
",הצליחה להיכנס למערכות ההגנה, הכלכלה והתשתיות המרכזיות","Gained entry to the major defense,, finance and infrastructure systems",True,"00:16:54,318","00:16:57,529","00:16:54,389","00:16:57,684"
",של רוסיה, הודו, ישראל, .אוסטרלאסיה, כל אירופה","of Russia, India, Israel,, Australasia, all ofEurope.",True,"00:16:57,613","00:17:02,075","00:16:57,768","00:17:02,272"
?ומה בדיוק היא עשתה לכל המערכות האלה,"And what did it do, to all these systems exactly?",True,"00:17:02,159","00:17:04,995","00:17:02,356","00:17:05,025"
.כלום,Nothing.,True,"00:17:05,078","00:17:06,121","00:17:05,108","00:17:06,151"
",השאירה עקבות שיהיה קל למצוא","leaving fingerprints where, they could easily be found",True,"00:17:09,583","00:17:12,544","00:17:09,613","00:17:12,741"
.והעבירה מסר ברור מאוד,and sending a very clear message.,True,"00:17:12,627","00:17:15,463","00:17:12,824","00:17:15,494"
""".אני אחזור""","""I shall return.""",True,"00:17:17,132","00:17:18,759","00:17:17,204","00:17:18,830"
",מה שלא תהיה מטרתה הסופית, .אין בכוחנו לעצור אותה","Whatever its ultimate goal is,, we're powerless to stop it.",True,"00:17:18,842","00:17:22,596","00:17:18,914","00:17:22,668"
.רשתות המודיעין העולמיות,The world's intelligence networks.,True,"00:17:26,642","00:17:28,477","00:17:26,672","00:17:28,507"
.האמת כפי שאנחנו מכירים אותה,The very truth as we know it.,True,"00:17:28,560","00:17:30,896","00:17:28,590","00:17:30,926"
",של מאגרי המידע מבוססי העובדות שלנו",of our fact-positive knowledge bases,True,"00:17:35,734","00:17:37,820","00:17:35,764","00:17:37,849"
.וזה רק עניין של זמן,Which is only a matter of time.,True,"00:17:41,907","00:17:43,742","00:17:41,937","00:17:43,772"
איך להפוך את בני בריתנו לאויבים,How to turn our allies into enemies,True,"00:17:49,748","00:17:52,376","00:17:49,778","00:17:52,406"
.ואת אויבינו לתוקפים,and our enemies into aggressors.,True,"00:17:52,459","00:17:55,546","00:17:52,489","00:17:55,576"
?למה לא לבודד את שרתי המודיעין שלנו,Why not air-gap our intelligence servers?,True,"00:17:55,629","00:17:58,298","00:17:55,659","00:17:58,370"
?לנתק אותם לגמרי מהעולם בחוץ,"Cut them off from, the outside world entirely?",True,"00:17:58,382","00:18:00,676","00:17:58,453","00:18:00,706"
.כבר ניתקנו,We already have.,True,"00:18:00,759","00:18:02,094","00:18:00,789","00:18:02,124"
.אבל שרתים דורשים בני אדם שיתחזקו אותם,"But servers require humans, to maintain them.",True,"00:18:02,177","00:18:05,430","00:18:02,207","00:18:05,460"
"ובני אדם הם החוליה החלשה ביותר, ,בכל שרשרת אבטחה","And humans are the weakest link, in any security chain,",True,"00:18:05,514","00:18:08,684","00:18:05,544","00:18:08,714"
",במיוחד כשמדובר באויב מרושע, .חסר מדינה או מוסר","especially when dealing with a godless,, stateless, amoral enemy.",True,"00:18:08,767","00:18:12,813","00:18:08,797","00:18:12,843"
"אסף את הסודות האישיים ביותר שלנו, .במשך שנים","Harvesting our deepest, personal secrets for years.",True,"00:18:16,817","00:18:20,070","00:18:16,847","00:18:20,601"
",מסוגל לרמות, לסחוט, לשחד, .או להיות כל מי שירצה","Able to beguile, blackmail,, bribe or be anyone it wants.",True,"00:18:20,154","00:18:25,284","00:18:20,684","00:18:25,355"
"ולעשות עלינו מניפולציות כרצונו, באמצעות התלות מוחלטת שלנו","And to manipulate us at will, through our total dependence",True,"00:18:25,367","00:18:28,996","00:18:25,439","00:18:29,026"
.במציאות דיגיטלית שתוכננה היטב,"on a carefully constructed, digital reality.",True,"00:18:29,079","00:18:31,999","00:18:29,109","00:18:32,029"
...אויב שנמצא בכל מקום,An enemy that is everywhere...,True,"00:18:32,082","00:18:34,334","00:18:32,112","00:18:34,031"
.ובשום מקום,and nowhere...,True,"00:18:35,419","00:18:37,212","00:18:35,449","00:18:37,326"
.ואין לו מרכז,and has no center.,True,"00:18:37,296","00:18:39,131","00:18:37,409","00:18:38,869"
.אין שום דרך להרוג את הדבר הזה,has no way of killing this thing.,True,"00:18:51,226","00:18:54,646","00:18:51,298","00:18:53,967"
".לא כדאי לך להרוג אותה, אדוני","You don't want to kill it, sir.",True,"00:18:54,730","00:18:56,815","00:18:54,801","00:18:56,720"
.כדאי לך לשלוט בה,You want to control it.,True,"00:18:58,358","00:18:59,902","00:18:58,430","00:18:59,931"
"?'ואיך נעשה את זה, מר קיטרידג","And how do we do that, Mr. Kittridge?",True,"00:18:59,985","00:19:03,071","00:19:00,015","00:19:02,434"
בקרמלין דיווחו לנו CIA-המודיעים של ה,"The CIA's assets, in the Kremlin informed us",True,"00:19:03,947","00:19:06,533","00:19:04,019","00:19:06,563"
"יש לו את הכוח להשבית, .את הישות המסתורית שלנו","the power to deactivate, our mysterious Entity.",True,"00:19:21,465","00:19:24,343","00:19:21,495","00:19:24,373"
",למרות שאידיאלית","Though, ideally...",True,"00:19:24,426","00:19:25,761","00:19:24,456","00:19:25,791"
".הם מקווים לשלוט בה, לרתום אותה לטובתם","they hope to control it, harness it.",True,"00:19:27,179","00:19:30,098","00:19:27,250","00:19:30,087"
"?'אתה מאמין בזה, קיטרידג","Do you believe that, Kittridge?",True,"00:19:30,182","00:19:32,476","00:19:30,170","00:19:33,256"
.מה שמשנה זה ששאר העולם מאמין בזה,"What matters is that the rest, of the world believes it.",True,"00:19:33,227","00:19:37,356","00:19:33,340","00:19:37,344"
".יפן, הודו, גרמניה והבריטים מאמינים בזה","Japan, India, Germany,, and the Brits believe it,",True,"00:19:37,439","00:19:40,234","00:19:37,427","00:19:40,347"
.לא אמרו לנו מילה אחת בעניין מרצונם,"have willingly whispered, one word of it to us.",True,"00:19:44,196","00:19:47,032","00:19:44,267","00:19:47,062"
מה שמצביע על כך שישנו מרוץ עולמי,"Which would indicate that, there's a global race on",True,"00:19:47,115","00:19:49,701","00:19:47,145","00:19:49,731"
.להשגת שני חצאי המפתח הזה,to acquire the two halves of this key.,True,"00:19:49,785","00:19:52,663","00:19:49,815","00:19:52,526"
.אלא כדי להפוך אותו לנשק,but to weaponize it.,True,"00:19:58,544","00:20:00,212","00:19:58,615","00:19:59,950"
?איך נמצא את המפתח הזה ראשונים,How do we find this key first?,True,"00:20:06,343","00:20:07,928","00:20:06,248","00:20:07,958"
.איפשהו במזרח התיכון ב-72 השעות הקרובות,sometime in the next 72 hours.,True,"00:20:11,598","00:20:14,476","00:20:11,628","00:20:14,548"
.אנחנו מאמינים שחצי מהמפתח כבר נמצא אצלו,"We believe that he already has, one half of this key.",True,"00:20:14,560","00:20:17,729","00:20:14,631","00:20:17,759"
?איך תוודא את זה,How would you verify that?,True,"00:20:21,275","00:20:22,693","00:20:21,304","00:20:22,848"
הדבר היחיד שיכול לאמת חצי מקורי של המפתח,"The only thing that can authenticate, one genuine half of the key",True,"00:20:22,776","00:20:25,988","00:20:22,931","00:20:26,017"
.אנחנו חושבים שזה סוג של אל-כשל,We think it's some sort of fail-safe.,True,"00:20:29,324","00:20:31,910","00:20:29,479","00:20:31,773"
?איך נמצא את החבר שלו,How do we find its mate?,True,"00:20:31,994","00:20:33,120","00:20:31,857","00:20:33,150"
אנחנו מאמינים שהחצי המקורי השני של המפתח,"Well, we believe the other, genuine half of the key",True,"00:20:33,203","00:20:36,582","00:20:33,233","00:20:36,611"
?מי זאת,Who is she?,True,"00:20:39,001","00:20:40,169","00:20:39,030","00:20:40,198"
.אילזה פאוסט-,Ilsa Faust.,True,"00:20:40,252","00:20:41,670","00:20:40,282","00:20:41,700"
.אשת מודיעין בריטית לשעבר,Former British Intelligence.,True,"00:20:41,753","00:20:43,255","00:20:41,783","00:20:43,285"
.נהרגה על ידי שכירי חרב שרצו לקבל פרס כספי,"killed by mercenaries, looking to collect a bounty.",True,"00:20:48,093","00:20:51,597","00:20:48,123","00:20:51,626"
?ומי הציע את הפרס,And who put up the bounty?,True,"00:20:51,680","00:20:52,973","00:20:51,710","00:20:53,003"
",בהתחשב בגוף עבודתה, .זה היה יכול להיות כל אחד","Given her body of work,, could have been anyone.",True,"00:20:53,056","00:20:55,476","00:20:53,086","00:20:55,505"
